"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.777935688E1,-4.070143029E-2,-9.622595787E0,2.355894566E0
1.778935688E1,-1.029506698E-1,-9.641749382E0,2.372653961E0
1.779935688E1,-1.604115069E-1,-9.682451248E0,2.363077164E0
1.780935714E1,-2.082955539E-1,-9.771036148E0,2.372653961E0
1.781935714E1,-2.011129409E-1,-9.775824547E0,2.365471363E0
1.782935714E1,-1.412578970E-1,-9.747094154E0,2.420537949E0
1.783935714E1,-1.005564705E-1,-9.672874451E0,2.473210335E0
1.784935714E1,-7.182605099E-3,-9.601048470E0,2.542642117E0
1.785935688E1,7.900865376E-2,-9.531616211E0,2.554613113E0
1.786935688E1,1.484405100E-1,-9.450213432E0,2.597708941E0
1.787935688E1,1.771709323E-1,-9.421483040E0,2.609679937E0
1.788935688E1,2.106897533E-1,-9.340080261E0,2.669534922E0
1.789935688E1,2.298433632E-1,-9.320926666E0,2.686294317E0
1.790935688E1,2.250549644E-1,-9.316138268E0,2.726995707E0
1.791935688E1,2.226607651E-1,-9.308955193E0,2.705447912E0
1.792935688E1,2.466027737E-1,-9.368810654E0,2.693476915E0
1.793935688E1,2.418143749E-1,-9.356839180E0,2.647987127E0
1.794935714E1,2.130839527E-1,-9.347262383E0,2.614468336E0
1.795935714E1,1.891419291E-1,-9.316138268E0,2.616862535E0
1.796935714E1,1.412578970E-1,-9.301773071E0,2.614468336E0
1.797935714E1,8.858546615E-2,-9.320926666E0,2.631227732E0
1.798935714E1,2.154781483E-2,-9.328108788E0,2.626439333E0
1.799935684E1,-4.070143029E-2,-9.359233856E0,2.621650934E0
1.800935684E1,-8.619125932E-2,-9.397541046E0,2.626439333E0
1.801935684E1,-1.053448766E-1,-9.378387451E0,2.647987127E0
1.802935684E1,-1.532289088E-1,-9.375992775E0,2.686294317E0
1.803935684E1,-1.867477298E-1,-9.419088364E0,2.700659513E0
1.804935684E1,-2.059013397E-1,-9.445425034E0,2.688688517E0
1.805935711E1,-1.819593310E-1,-9.486125946E0,2.667140722E0
1.806935711E1,-1.651999205E-1,-9.543587685E0,2.659958124E0
1.807935711E1,-1.101332754E-1,-9.541193008E0,2.662352324E0
1.808935711E1,-8.858546615E-2,-9.574711800E0,2.643198729E0
1.809935711E1,-1.005564705E-1,-9.548376083E0,2.624045134E0
1.810935684E1,-1.173158810E-1,-9.522039413E0,2.583343744E0
1.811935684E1,-1.173158810E-1,-9.495702744E0,2.595314741E0
1.812935684E1,-1.292868853E-1,-9.423876762E0,2.588132143E0
1.813935684E1,-1.125274822E-1,-9.390357971E0,2.592920542E0
1.814935684E1,-7.900865376E-2,-9.402329445E0,2.604891539E0
1.815935684E1,-5.746084079E-2,-9.387964249E0,2.621650934E0
1.816935684E1,-1.915361360E-2,-9.407117844E0,2.645592928E0
1.817935684E1,0.000000000E0,-9.431059837E0,2.679111719E0
1.818935684E1,5.267243832E-2,-9.469367027E0,2.686294317E0
1.819935711E1,6.464344263E-2,-9.474155426E0,2.671929121E0
1.820935711E1,5.506663769E-2,-9.490914345E0,2.681505919E0
1.821935711E1,6.224924326E-2,-9.471760750E0,2.683900118E0
1.822935711E1,5.985504389E-2,-9.464578629E0,2.700659513E0
1.823935711E1,7.422025502E-2,-9.438241959E0,2.707842112E0
1.824935684E1,7.182604820E-2,-9.450213432E0,2.686294317E0
1.825935684E1,3.112462163E-2,-9.447818756E0,2.679111719E0
1.826935684E1,2.873042040E-2,-9.536404610E0,2.638410330E0
1.827935684E1,-5.267243832E-2,-9.471760750E0,2.597708941E0
1.828935684E1,-8.140286058E-2,-9.476549149E0,2.523488522E0
1.829935684E1,-8.379705995E-2,-9.483732224E0,2.513911724E0
1.830935711E1,-1.221042871E-1,-9.529222488E0,2.468421936E0
1.831935711E1,-1.029506698E-1,-9.557952881E0,2.444479942E0
1.832935711E1,-5.985504389E-2,-9.550769806E0,2.363077164E0
1.833935711E1,-3.830722719E-2,-9.543587685E0,2.334346771E0
1.834935711E1,-1.675941236E-2,-9.543587685E0,2.324769735E0
1.835935684E1,-2.154781483E-2,-9.502885818E0,2.298433542E0
1.836935684E1,-6.224924326E-2,-9.397541046E0,2.248155355E0
1.837935684E1,-1.005564705E-1,-9.342473984E0,2.248155355E0
1.838935684E1,-3.591302410E-2,-9.289801598E0,2.300827742E0
1.839935684E1,-2.154781483E-2,-9.263465881E0,2.315192938E0
1.840935684E1,-3.351882473E-2,-9.246706009E0,2.382230759E0
1.841935684E1,-2.394201607E-2,-9.225158691E0,2.406172752E0
1.842935684E1,-1.675941236E-2,-9.265859604E0,2.365471363E0
1.843935684E1,0.000000000E0,-9.299378395E0,2.360682964E0
1.844935711E1,2.394201700E-3,-9.352050781E0,2.346317768E0
1.845935711E1,0.000000000E0,-9.395146370E0,2.317587137E0
1.846935711E1,-2.633621916E-2,-9.423876762E0,2.284068346E0
1.847935711E1,-1.915361360E-2,-9.414299965E0,2.243366957E0
1.848935711E1,-3.591302410E-2,-9.383175850E0,2.178723574E0
1.849935684E1,-9.576806799E-3,-9.340080261E0,2.152387381E0
1.850935684E1,-2.633621916E-2,-9.301773071E0,2.202665567E0
1.851935684E1,-3.351882473E-2,-9.275436401E0,2.212242365E0
1.852935684E1,-4.070143029E-2,-9.296984673E0,2.264914751E0
1.853935684E1,-3.591302410E-2,-9.301773071E0,2.291250944E0
1.854935684E1,-2.154781483E-2,-9.373599052E0,2.322375536E0
1.855935710E1,-7.182605099E-3,-9.399934769E0,2.346317768E0
1.856935710E1,1.029506698E-1,-9.435848236E0,2.367865562E0
1.857935710E1,1.292868853E-1,-9.490914345E0,2.384624958E0
1.858935710E1,2.681505978E-1,-9.536404610E0,2.377442360E0
1.859935711E1,2.873041928E-1,-9.584288597E0,2.363077164E0
1.860935684E1,3.615244627E-1,-9.636960983E0,2.303221941E0
1.861935684E1,3.615244627E-1,-9.653720856E0,2.284068346E0
1.862935684E1,3.184288144E-1,-9.658509254E0,2.281674147E0
1.863935684E1,2.920926213E-1,-9.677662849E0,2.269703150E0
1.864935684E1,1.915361285E-1,-9.653720856E0,2.288856745E0
1.865935684E1,1.939303428E-1,-9.644144058E0,2.336740971E0
1.866935684E1,1.508347094E-1,-9.586683273E0,2.403778553E0
1.867935684E1,1.460463107E-1,-9.567529678E0,2.430114746E0
1.868935684E1,1.675941199E-1,-9.572318077E0,2.518700123E0
1.869935714E1,2.011129409E-1,-9.572318077E0,2.583343744E0
1.870935714E1,2.298433632E-1,-9.579500198E0,2.636016130E0
1.871935714E1,2.561795712E-1,-9.584288597E0,2.674323320E0
1.872935714E1,2.466027737E-1,-9.636960983E0,2.691082716E0
1.873935714E1,2.130839527E-1,-9.675268173E0,2.691082716E0
1.874935687E1,1.771709323E-1,-9.730335236E0,2.616862535E0
1.875935687E1,1.556231081E-1,-9.783007622E0,2.573766708E0
1.876935687E1,1.699883193E-1,-9.811738014E0,2.449268341E0
1.877935687E1,1.771709323E-1,-9.804554939E0,2.398990154E0
1.878935687E1,1.292868853E-1,-9.792584419E0,2.322375536E0
1.879935687E1,8.140286058E-2,-9.759065628E0,2.293645144E0
1.880935714E1,5.746084079E-2,-9.720758438E0,2.262520552E0
1.881935714E1,5.027823523E-2,-9.668086052E0,2.276885748E0
1.882935714E1,2.394201607E-2,-9.617807388E0,2.353500366E0
1.883935714E1,6.703764945E-2,-9.553164482E0,2.377442360E0
1.884935714E1,1.292868853E-1,-9.471760750E0,2.451662540E0
1.885935687E1,1.771709323E-1,-9.440636635E0,2.523488522E0
1.886935687E1,2.226607651E-1,-9.447818756E0,2.461239338E0
1.887935687E1,2.896983922E-1,-9.502885818E0,2.430114746E0
1.888935687E1,3.878606856E-1,-9.545981407E0,2.346317768E0
1.889935687E1,3.878606856E-1,-9.584288597E0,2.300827742E0
1.890935687E1,3.734954596E-1,-9.591471672E0,2.212242365E0
1.891935687E1,3.854664862E-1,-9.574711800E0,2.140416384E0
1.892935687E1,3.232172430E-1,-9.481337547E0,2.111685991E0
1.893935687E1,2.753331959E-1,-9.395146370E0,2.126051188E0
1.894935714E1,1.891419291E-1,-9.263465881E0,2.190694571E0
1.895935714E1,1.484405100E-1,-9.210793495E0,2.250549555E0
1.896935714E1,1.077390760E-1,-9.143755913E0,2.346317768E0
1.897935714E1,1.029506698E-1,-9.138967514E0,2.382230759E0
1.898935714E1,1.244984865E-1,-9.134179115E0,2.410961151E0
1.899935684E1,1.364694983E-1,-9.172486305E0,2.415749550E0
1.900935684E1,1.795651317E-1,-9.198822021E0,2.437297344E0
1.901935684E1,1.604115069E-1,-9.227552414E0,2.439691544E0
1.902935684E1,2.011129409E-1,-9.258677483E0,2.463633537E0
1.903935684E1,2.130839527E-1,-9.273042679E0,2.473210335E0
1.904935684E1,1.628057212E-1,-9.325715065E0,2.521094322E0
1.905935710E1,1.460463107E-1,-9.342473984E0,2.533065319E0
1.906935710E1,5.985504389E-2,-9.361627579E0,2.518700123E0
1.907935710E1,4.309562966E-2,-9.375992775E0,2.509123325E0
1.908935710E1,-2.873042040E-2,-9.397541046E0,2.494758129E0
1.909935710E1,-1.101332754E-1,-9.380781174E0,2.466027737E0
1.910935684E1,-1.867477298E-1,-9.433453560E0,2.432508945E0
1.911935684E1,-1.915361285E-1,-9.404723167E0,2.401384354E0
1.912935684E1,-1.436520964E-1,-9.452607155E0,2.420537949E0
1.913935684E1,-9.337386489E-2,-9.469367027E0,2.437297344E0
1.914935684E1,4.788403399E-3,-9.488520622E0,2.461239338E0
1.915935684E1,6.464344263E-2,-9.538799286E0,2.466027737E0
1.916935684E1,1.412578970E-1,-9.569923401E0,2.492363930E0
1.917935684E1,1.915361285E-1,-9.586683273E0,2.504334927E0
1.918935684E1,2.729389966E-1,-9.665691376E0,2.475604534E0
1.919935714E1,3.064578176E-1,-9.670479774E0,2.480392933E0
1.920935714E1,3.016694188E-1,-9.694421768E0,2.430114746E0
1.921935740E1,3.184288144E-1,-9.675268173E0,2.425326347E0
1.922935740E1,2.920926213E-1,-9.646537781E0,2.351106167E0
1.923935740E1,2.609679997E-1,-9.668086052E0,2.310404539E0
1.924935713E1,2.681505978E-1,-9.663297653E0,2.231395960E0
1.925935713E1,2.489969730E-1,-9.660902977E0,2.178723574E0
1.926935713E1,2.011129409E-1,-9.694421768E0,2.109291792E0
1.927935713E1,1.604115069E-1,-9.713575363E0,2.068590164E0
1.928935713E1,1.292868853E-1,-9.763854027E0,2.082955360E0
1.929935713E1,1.268926859E-1,-9.780612946E0,2.121262789E0
1.930935740E1,1.029506698E-1,-9.785401344E0,2.152387381E0
1.931935740E1,1.005564705E-1,-9.816526413E0,2.142810583E0
1.932935740E1,1.101332754E-1,-9.838073730E0,2.121262789E0
1.933935740E1,1.244984865E-1,-9.845256805E0,2.094926596E0
1.934935740E1,1.149216816E-1,-9.823708534E0,2.008735180E0
1.935935713E1,1.029506698E-1,-9.775824547E0,1.951274395E0
1.936935713E1,6.224924326E-2,-9.663297653E0,1.860294700E0
1.937935713E1,7.900865376E-2,-9.577106476E0,1.831564307E0
1.938935713E1,1.029506698E-1,-9.443030357E0,1.881842494E0
1.939935713E1,1.244984865E-1,-9.344868660E0,1.915361404E0
1.940935713E1,1.987187415E-1,-9.210793495E0,1.991975784E0
1.941935713E1,2.657563984E-1,-9.208398819E0,2.049436569E0
1.942935713E1,3.399766386E-1,-9.143755913E0,2.070984364E0
1.943935713E1,3.519476354E-1,-9.129390717E0,2.099714994E0
1.944935740E1,4.213795066E-1,-9.074323654E0,2.219424963E0
1.945935740E1,4.788403511E-1,-9.050381660E0,2.288856745E0
1.946935740E1,5.219359994E-1,-9.040804863E0,2.346317768E0
1.947935740E1,5.386953950E-1,-9.086295128E0,2.379836559E0
1.948935740E1,5.291185975E-1,-9.150938034E0,2.389413357E0
1.949935710E1,5.051765442E-1,-9.220370293E0,2.389413357E0
1.950935710E1,3.998316824E-1,-9.311349869E0,2.365471363E0
1.951935683E1,3.399766386E-1,-9.375992775E0,2.319981337E0
1.952935683E1,2.011129409E-1,-9.385569572E0,2.260126352E0
1.953935683E1,1.197100878E-1,-9.368810654E0,2.240972757E0
1.954935683E1,3.591302410E-2,-9.352050781E0,2.269703150E0
1.955935710E1,0.000000000E0,-9.316138268E0,2.317587137E0
1.956935710E1,-1.436521020E-2,-9.371204376E0,2.367865562E0
1.957935710E1,0.000000000E0,-9.344868660E0,2.394201756E0
1.958935710E1,8.619125932E-2,-9.452607155E0,2.432508945E0
1.959935710E1,1.460463107E-1,-9.488520622E0,2.449268341E0
1.960935683E1,2.130839527E-1,-9.529222488E0,2.537853718E0
1.961935683E1,2.537853718E-1,-9.526827812E0,2.571372509E0
1.962935683E1,3.423708379E-1,-9.455001831E0,2.636016130E0
1.963935683E1,3.088520169E-1,-9.443030357E0,2.664746523E0
1.964935683E1,2.537853718E-1,-9.387964249E0,2.703053713E0
1.965935683E1,1.580173075E-1,-9.375992775E0,2.674323320E0
1.966935683E1,7.182605099E-3,-9.356839180E0,2.652775526E0
1.967935683E1,-9.816227108E-2,-9.373599052E0,2.597708941E0
1.968935683E1,-2.082955539E-1,-9.414299965E0,2.549824715E0
1.969935713E1,-2.418143749E-1,-9.466972351E0,2.499546528E0
1.970935713E1,-2.705447972E-1,-9.531616211E0,2.434903145E0
1.971935713E1,-2.609679997E-1,-9.569923401E0,2.410961151E0
1.972935713E1,-2.609679997E-1,-9.629778862E0,2.355894566E0
1.973935713E1,-2.537853718E-1,-9.658509254E0,2.324769735E0
1.974935686E1,-2.920926213E-1,-9.701604843E0,2.310404539E0
1.975935686E1,-3.663128614E-1,-9.682451248E0,2.329558372E0
1.976935686E1,-5.219359994E-1,-9.586683273E0,2.446874142E0
1.977935686E1,-5.339069963E-1,-9.581894875E0,2.506729126E0
1.978935686E1,-5.698199868E-1,-9.620202065E0,2.612074137E0
1.979935686E1,-5.602431893E-1,-9.615413666E0,2.643198729E0
1.980935713E1,-5.219359994E-1,-9.677662849E0,2.667140722E0
1.981935713E1,-4.908113480E-1,-9.768642426E0,2.710236311E0
1.982935713E1,-3.447650373E-1,-9.869198799E0,2.667140722E0
1.983935713E1,-3.088520169E-1,-9.914688110E0,2.619256735E0
1.984935713E1,-3.974374831E-1,-9.981725693E0,2.600103140E0
1.985935686E1,-4.836287498E-1,-9.984120369E0,2.578555346E0
1.986935686E1,-5.195417404E-1,-9.833285332E0,2.564189911E0
1.987935686E1,-5.171475410E-1,-9.751882553E0,2.585737944E0
1.988935686E1,-4.668693244E-1,-9.593865395E0,2.659958124E0
1.989935686E1,-4.668693244E-1,-9.526827812E0,2.695871115E0
1.990935686E1,-4.141969085E-1,-9.380781174E0,2.715024710E0
1.991935686E1,-4.046200812E-1,-9.294589996E0,2.691082716E0
1.992935686E1,-4.213795066E-1,-9.165303230E0,2.765302896E0
1.993935686E1,-4.285621047E-1,-9.103054047E0,2.791639090E0
1.994935713E1,-4.764461517E-1,-9.016862869E0,2.865859509E0
1.995935713E1,-5.243301988E-1,-8.995314598E0,2.930502892E0
1.996935713E1,-5.770025849E-1,-8.933065414E0,2.949656487E0
1.997935713E1,-6.320692301E-1,-8.928277016E0,2.906560898E0
1.998935713E1,-7.038952708E-1,-8.921094894E0,2.791639090E0
1.999935683E1,-7.661445141E-1,-8.897152901E0,2.762908697E0
2.000935683E1,-8.331822157E-1,-8.921094894E0,2.686294317E0
2.001935683E1,-8.331822157E-1,-8.916306496E0,2.712630510E0
2.002935683E1,-8.259995580E-1,-9.021651268E0,2.750937700E0
2.003935683E1,-7.876923680E-1,-9.105448723E0,2.738966703E0
2.004935683E1,-6.871358752E-1,-9.239523888E0,2.729389906E0
2.005935710E1,-6.655880809E-1,-9.340080261E0,2.683900118E0
2.006935710E1,-7.182605267E-1,-9.433453560E0,2.647987127E0
2.007935710E1,-7.206547260E-1,-9.464578629E0,2.628833532E0
2.008935710E1,-7.445967197E-1,-9.514857292E0,2.671929121E0
2.009935710E1,-7.613561153E-1,-9.545981407E0,2.710236311E0
2.010935683E1,-6.823474765E-1,-9.586683273E0,2.746149302E0
2.011935683E1,-6.153098345E-1,-9.615413666E0,2.736572504E0
2.012935683E1,-5.889736414E-1,-9.577106476E0,2.681505919E0
2.013935683E1,-5.746083856E-1,-9.529222488E0,2.698265314E0
2.014935683E1,-4.740519226E-1,-9.466972351E0,2.755726099E0
2.015935683E1,-4.285621047E-1,-9.445425034E0,2.789244890E0
2.016935683E1,-3.639186621E-1,-9.392752647E0,2.849100113E0
2.017935683E1,-3.399766386E-1,-9.404723167E0,2.892195702E0
2.018935683E1,-2.992752194E-1,-9.452607155E0,2.841917515E0
2.019935713E1,-2.873041928E-1,-9.471760750E0,2.861071110E0
2.020935713E1,-3.256114423E-1,-9.459790230E0,2.825158119E0
2.021935713E1,-3.687070608E-1,-9.435848236E0,2.808398485E0
2.022935713E1,-4.740519226E-1,-9.443030357E0,2.734178305E0
2.023935713E1,-5.123591423E-1,-9.443030357E0,2.652775526E0
2.024935686E1,-4.884171486E-1,-9.462183952E0,2.439691544E0
2.025935686E1,-4.237737060E-1,-9.500492096E0,2.312798738E0
2.026935686E1,-3.543418646E-1,-9.478943825E0,2.229001760E0
2.027935686E1,-3.184288144E-1,-9.431059837E0,2.243366957E0
2.028935686E1,-2.298433632E-1,-9.292196274E0,2.389413357E0
2.029935686E1,-1.867477298E-1,-9.225158691E0,2.485181332E0
2.030935703E1,-1.077390760E-1,-9.129390717E0,2.638410330E0
2.031935709E1,-1.340752989E-1,-9.117419243E0,2.738966703E0
2.032935709E1,-1.460463107E-1,-9.155726433E0,2.928108692E0
2.033935709E1,-2.106897533E-1,-9.220370293E0,2.990357876E0
2.034935709E1,-3.495534360E-1,-9.340080261E0,3.007117271E0
2.035935709E1,-4.405331016E-1,-9.378387451E0,2.959233284E0
2.036935709E1,-5.339069963E-1,-9.385569572E0,2.841917515E0
2.037935709E1,-5.554547906E-1,-9.378387451E0,2.755726099E0
2.038935736E1,-5.793967843E-1,-9.289801598E0,2.624045134E0
2.039935736E1,-5.530605912E-1,-9.215581894E0,2.592920542E0
2.040935736E1,-6.057330370E-1,-9.143755913E0,2.612074137E0
2.041935762E1,-6.153098345E-1,-9.122207642E0,2.655169725E0
2.042935762E1,-6.631938815E-1,-9.148544312E0,2.679111719E0
2.043935762E1,-6.344634295E-1,-9.155726433E0,2.695871115E0
2.044935792E1,-5.865794420E-1,-9.134179115E0,2.676717520E0
2.045935793E1,-5.410895944E-1,-9.141361237E0,2.667140722E0
2.046935792E1,-4.333505034E-1,-9.170091629E0,2.628833532E0
2.047935793E1,-3.974374831E-1,-9.167697906E0,2.576161146E0
2.048935792E1,-2.944868207E-1,-9.184456825E0,2.525882721E0
2.049935763E1,-2.418143749E-1,-9.165303230E0,2.458845139E0
2.050935762E1,-1.867477298E-1,-9.153332710E0,2.422932148E0
2.051935762E1,-1.939303428E-1,-9.148544312E0,2.425326347E0
2.052935763E1,-2.585737705E-1,-9.160514832E0,2.463633537E0
2.053935762E1,-3.040636182E-1,-9.160514832E0,2.547430515E0
2.054935763E1,-3.734954596E-1,-9.189245224E0,2.676717520E0
2.055935789E1,-3.926490843E-1,-9.198822021E0,2.753331900E0
2.056935789E1,-4.668693244E-1,-9.251494408E0,2.837129116E0
2.057935789E1,-4.836287498E-1,-9.296984673E0,2.908955097E0
2.058935789E1,-5.219359994E-1,-9.399934769E0,2.887407303E0
2.059935789E1,-5.339069963E-1,-9.462183952E0,2.918531895E0
2.060935772E1,-6.248866320E-1,-9.586683273E0,2.861071110E0
2.061935766E1,-6.536170840E-1,-9.660902977E0,2.851494312E0
2.062935766E1,-6.967126727E-1,-9.744700432E0,2.791639090E0
2.063935766E1,-6.967126727E-1,-9.778219223E0,2.801215887E0
2.064935766E1,-6.847416759E-1,-9.814131737E0,2.844311714E0
2.065935739E1,-6.560112834E-1,-9.838073730E0,2.851494312E0
2.066935739E1,-5.722141862E-1,-9.888352394E0,2.906560898E0
2.067935739E1,-5.123591423E-1,-9.888352394E0,2.928108692E0
2.068935712E1,-4.548983276E-1,-9.847650528E0,2.956839085E0
2.069935742E1,-3.830722570E-1,-9.797372818E0,3.019088268E0
2.070935742E1,-3.423708379E-1,-9.692028046E0,3.021482468E0
2.071935716E1,-3.160346150E-1,-9.617807388E0,3.009511471E0
2.072935716E1,-2.537853718E-1,-9.548376083E0,3.007117271E0
2.073935716E1,-2.346317619E-1,-9.517251015E0,2.975992680E0
2.074935686E1,-2.537853718E-1,-9.423876762E0,2.928108692E0
2.075935686E1,-2.681505978E-1,-9.414299965E0,2.887407303E0
2.076935686E1,-2.729389966E-1,-9.352050781E0,2.810792685E0
2.077935712E1,-2.944868207E-1,-9.313743591E0,2.791639090E0
2.078935712E1,-3.423708379E-1,-9.251494408E0,2.774879694E0
2.079935712E1,-3.423708379E-1,-9.256282806E0,2.770091295E0
2.080935742E1,-3.399766386E-1,-9.237129211E0,2.779668093E0
2.081935742E1,-3.399766386E-1,-9.237129211E0,2.767697096E0
2.082935742E1,-3.256114423E-1,-9.189245224E0,2.782062292E0
2.083935742E1,-3.447650373E-1,-9.172486305E0,2.820369720E0
2.084935742E1,-3.663128614E-1,-9.117419243E0,2.865859509E0
2.085935716E1,-3.639186621E-1,-9.079112053E0,2.887407303E0
2.086935716E1,-3.782838583E-1,-9.050381660E0,2.885013103E0
2.087935716E1,-4.118026793E-1,-9.043199539E0,2.851494312E0
2.088935716E1,-4.644751251E-1,-9.028834343E0,2.758120298E0
2.089935716E1,-5.075707436E-1,-9.026439667E0,2.741360903E0
2.090935716E1,-5.123591423E-1,-9.050381660E0,2.760514498E0
2.091935716E1,-5.027823448E-1,-9.055170059E0,2.746149302E0
2.092935716E1,-5.099649429E-1,-9.088688850E0,2.698265314E0
2.093935716E1,-4.884171486E-1,-9.110237122E0,2.715024710E0
2.094935742E1,-4.716577232E-1,-9.208398819E0,2.726995707E0
2.095935742E1,-4.261679053E-1,-9.265859604E0,2.777273893E0
2.096935742E1,-4.261679053E-1,-9.325715065E0,2.870647907E0
2.097935742E1,-4.429273009E-1,-9.323320389E0,2.882618904E0
2.098935742E1,-4.644751251E-1,-9.404723167E0,2.901772499E0
2.099935712E1,-4.357447028E-1,-9.402329445E0,2.956839085E0
2.100935712E1,-4.740519226E-1,-9.447818756E0,2.952050686E0
2.101935712E1,-5.219359994E-1,-9.462183952E0,2.920926094E0
2.102935712E1,-5.243301988E-1,-9.536404610E0,2.930502892E0
2.103935712E1,-5.482721925E-1,-9.593865395E0,2.896984100E0
2.104935712E1,-5.530605912E-1,-9.610625267E0,2.846705914E0
2.105935739E1,-5.841852427E-1,-9.639355659E0,2.806004286E0
2.106935739E1,-5.985504389E-1,-9.684844971E0,2.710236311E0
2.107935712E1,-6.033388376E-1,-9.677662849E0,2.679111719E0
2.108935712E1,-5.099649429E-1,-9.613018990E0,2.667140722E0
2.109935712E1,-4.860229492E-1,-9.615413666E0,2.703053713E0
2.110935682E1,-3.711012602E-1,-9.531616211E0,2.765302896E0
2.111935682E1,-3.280056417E-1,-9.502885818E0,2.774879694E0
2.112935682E1,-2.561795712E-1,-9.466972351E0,2.832340717E0
2.113935682E1,-2.442085743E-1,-9.426271439E0,2.882618904E0
2.114935682E1,-1.987187415E-1,-9.395146370E0,2.928108692E0
2.115935682E1,-1.915361285E-1,-9.375992775E0,2.971204281E0
2.116935682E1,-1.867477298E-1,-9.349657059E0,2.971204281E0
2.117935682E1,-1.915361285E-1,-9.352050781E0,2.940079689E0
2.118935682E1,-1.604115069E-1,-9.364022255E0,2.837129116E0
2.119935712E1,-1.891419291E-1,-9.330503464E0,2.762908697E0
2.120935712E1,-1.532289088E-1,-9.311349869E0,2.743755102E0
2.121935712E1,-1.771709323E-1,-9.292196274E0,2.712630510E0
2.122935712E1,-1.963245422E-1,-9.268254280E0,2.671929121E0
2.123935712E1,-1.867477298E-1,-9.246706009E0,2.664746523E0
2.124935685E1,-2.322375625E-1,-9.246706009E0,2.638410330E0
2.125935685E1,-2.705447972E-1,-9.249100685E0,2.638410330E0
2.126935685E1,-3.088520169E-1,-9.203610420E0,2.667140722E0
2.127935685E1,-2.753331959E-1,-9.189245224E0,2.710236311E0
2.128935685E1,-2.777273953E-1,-9.184456825E0,2.774879694E0
2.129935685E1,-2.466027737E-1,-9.210793495E0,2.750937700E0
2.130935712E1,-2.513911724E-1,-9.253889084E0,2.719813108E0
2.131935712E1,-2.298433632E-1,-9.263465881E0,2.640804529E0
2.132935712E1,-2.202665508E-1,-9.241917610E0,2.588132143E0
2.133935712E1,-2.849099934E-1,-9.206005096E0,2.604891539E0
2.134935712E1,-3.064578176E-1,-9.167697906E0,2.614468336E0
2.135935685E1,-3.423708379E-1,-9.122207642E0,2.616862535E0
2.136935685E1,-3.351882398E-1,-9.119813919E0,2.631227732E0
2.137935685E1,-3.280056417E-1,-9.134179115E0,2.636016130E0
2.138935685E1,-2.585737705E-1,-9.213187218E0,2.657563925E0
2.139935685E1,-2.585737705E-1,-9.251494408E0,2.643198729E0
2.140935685E1,-2.322375625E-1,-9.428665161E0,2.624045134E0
2.141935685E1,-2.106897533E-1,-9.474155426E0,2.609679937E0
2.142935685E1,-1.675941199E-1,-9.550769806E0,2.564189911E0
2.143935685E1,-1.340752989E-1,-9.593865395E0,2.554613113E0
2.144935712E1,-8.619125932E-2,-9.617807388E0,2.559401512E0
2.145935712E1,-7.182604820E-2,-9.634567261E0,2.554613113E0
2.146935712E1,-1.125274822E-1,-9.560346603E0,2.554613113E0
2.147935712E1,-1.197100878E-1,-9.481337547E0,2.552218914E0
2.148935712E1,-1.532289088E-1,-9.366415977E0,2.628833532E0
2.149935682E1,-1.843535304E-1,-9.301773071E0,2.705447912E0
2.150935682E1,-2.202665508E-1,-9.261071205E0,2.767697096E0
2.151935682E1,-2.466027737E-1,-9.232340813E0,2.784456491E0
2.152935682E1,-2.442085743E-1,-9.232340813E0,2.738966703E0
2.153935682E1,-2.561795712E-1,-9.249100685E0,2.750937700E0
2.154935682E1,-3.016694188E-1,-9.328108788E0,2.832340717E0
2.155935708E1,-3.088520169E-1,-9.407117844E0,2.899378300E0
2.156935708E1,-2.849099934E-1,-9.545981407E0,2.899378300E0
2.157935708E1,-2.561795712E-1,-9.644144058E0,2.868253708E0
2.158935708E1,-2.226607651E-1,-9.749488831E0,2.820369720E0
2.159935708E1,-2.130839527E-1,-9.744700432E0,2.808398485E0
2.160935682E1,-2.753331959E-1,-9.668086052E0,2.834734917E0
2.161935682E1,-3.375824392E-1,-9.617807388E0,2.851494312E0
2.162935682E1,-3.782838583E-1,-9.495702744E0,2.861071110E0
2.163935682E1,-3.854664862E-1,-9.402329445E0,2.841917515E0
2.164935682E1,-3.734954596E-1,-9.294589996E0,2.784456491E0
2.165935682E1,-3.543418646E-1,-9.201216698E0,2.784456491E0
2.166935682E1,-2.729389966E-1,-9.115025520E0,2.791639090E0
2.167935682E1,-2.346317619E-1,-9.057564735E0,2.815581083E0
2.168935682E1,-1.388636976E-1,-9.026439667E0,2.887407303E0
2.169935712E1,-9.337386489E-2,-9.057564735E0,2.889801502E0
2.170935712E1,-6.224924326E-2,-9.100660324E0,2.935291290E0
2.171935712E1,-5.267243832E-2,-9.098265648E0,2.966415882E0
2.172935712E1,-8.379705995E-2,-9.136572838E0,3.057395458E0
2.173935712E1,-1.077390760E-1,-9.165303230E0,3.110068083E0
2.174935685E1,-1.388636976E-1,-9.167697906E0,3.205836058E0
2.175935685E1,-1.963245422E-1,-9.201216698E0,3.234566450E0
2.176935685E1,-2.633621991E-1,-9.232340813E0,3.191470861E0
2.177935685E1,-2.825157940E-1,-9.268254280E0,3.129221678E0
2.178935685E1,-3.495534360E-1,-9.301773071E0,2.985569477E0
